Time,Power,Force,Tail Length,EFO Current,Temp,Ball-area,Ball-Version,Ball-Shear,Ball-Size(X) ,Ball-Size(Y) ,Ball-Size(Z) 
40,60,40,250,35,180,15,0,52.26,73,79,13
40,60,40,250,35,180,15,0,49.75,71,77,12
40,60,40,250,35,180,15,0,45.07,73,75,12
40,60,40,250,35,180,15,0,51.55,72,75,12
40,60,40,250,35,180,15,0,48.86,70,76,11
40,60,40,250,35,180,25,1,46.49,72,80,12
40,60,40,250,35,180,25,1,52.22,70,75,13
40,60,40,250,35,180,25,1,55.15,72,75,12
40,60,40,250,35,180,25,1,50.61,70,75,12
40,60,40,250,35,180,25,1,53.06,70,74,11
40,60,40,250,35,180,25,1,46.73,71,75,11
40,60,40,250,35,180,25,1,48.59,70,77,11
40,60,40,250,35,180,25,1,46.88,70,75,11
40,60,40,250,35,180,25,1,50.25,72,76,12
40,60,40,250,35,180,25,1,45.51,72,78,11
40,60,40,250,35,180,25,0,47.3,72,81,12
40,60,40,250,35,180,25,0,50.03,75,77,13
40,60,40,250,35,180,25,0,56.27,72,74,11
40,60,40,250,35,180,25,0,51.97,72,76,12
40,60,40,250,35,180,25,0,47.55,72,76,13
40,60,40,250,35,180,25,0,51.39,72,77,12
40,60,40,250,35,180,25,0,51.15,73,78,11
40,60,40,250,35,180,25,0,48.95,72,77,12
40,60,40,250,35,180,25,0,48.19,71,79,11
40,60,40,250,35,180,25,0,41,72,77,11
